param d := 2;

param n_individuals := 174;
  
param a : 1 2 :=  
1 4.74453333333334E+0001  1.61792000000000E+0001
2 6.76543759237153E+0001  3.71323568596521E+0001
3 9.18186666666667E+0001  3.70688000000000E+0001
4 6.84703984765803E+0001  4.47485673530582E+0001
5 9.23648000000000E+0001  4.53973333333334E+0001
6 4.17109333333334E+0001  6.01429333333334E+0001
7 6.05265299479167E+0001  7.98543294270834E+0001
8 8.23978666666667E+0001  8.00768000000000E+0001
9 5.90506666666667E+0001  8.84053333333334E+0001
10 8.28074666666667E+0001  8.79957333333334E+0001
11 1.12571733333333E+0002  2.71018666666667E+0001
12 1.42882133333333E+0002  2.66922666666667E+0001
13 1.44930133333333E+0002  4.55338666666667E+0001
14 1.69657195031833E+0002  4.55645899059232E+0001
15 1.70745225102319E+0002  5.26367853640860E+0001
16 1.71833255172806E+0002  6.02529958574921E+0001
17 1.45339733333333E+0002  6.09621333333334E+0001
18 1.45476266666667E+0002  5.24970666666667E+0001
19 1.40697600000000E+0002  7.99402666666667E+0001
20 1.86026666666667E+0002  8.00768000000000E+0001
21 1.91761066666667E+0002  2.42346666666667E+0001
22 2.19600000000000E+0002  2.44000000000000E+0001
23 2.63066666666667E+0002  2.49333333333333E+0001
24 2.44649251302083E+0002  4.32332356770833E+0001
25 2.44933333333333E+0002  5.18666666666667E+0001
26 2.44933333333333E+0002  6.14666666666667E+0001
27 2.72933333333333E+0002  6.12000000000000E+0001
28 2.72666666666667E+0002  5.24000000000000E+0001
29 2.73132324218750E+0002  4.32332356770833E+0001
30 3.36400000000000E+0002  4.65333333333333E+0001
31 3.36201985677083E+0002  5.54402669270833E+0001
32 3.31333333333333E+0002  9.34666666666667E+0001
33 3.31866666666667E+0002  1.02000000000000E+0002
34 3.05200000000000E+0002  1.01733333333333E+0002
35 3.04933333333333E+0002  9.40000000000000E+0001
36 2.64666666666667E+0002  9.34666666666667E+0001
37 2.55333333333333E+0002  8.09333333333334E+0001
38 2.63066666666667E+0002  1.01466666666666E+0002
39 2.16133333333333E+0002  1.01466666666666E+0002
40 2.16133333333333E+0002  9.26666666666667E+0001
41 1.77510579427083E+0002  1.03251139322916E+0002
42 1.77510579427083E+0002  9.20613606770834E+0001
43 1.50800000000000E+0002  9.34666666666667E+0001
44 1.51062011718750E+0002  1.01216634114583E+0002
45 5.86781278422010E+0001  1.02414161088847E+0002
46 5.86781278422010E+0001  1.09486356547010E+0002
47 8.49333333333334E+0001  1.09733333333333E+0002
48 8.49405924479167E+0001  1.02233886718750E+0002
49 1.93200000000000E+0002  1.15600000000000E+0002
50 2.17200000000000E+0002  1.15866666666666E+0002
51 2.62266666666667E+0002  1.15333333333333E+0002
52 2.93200000000000E+0002  1.16133333333333E+0002
53 3.42266666666667E+0002  1.14533333333333E+0002
54 3.42000000000000E+0002  1.27066666666666E+0002
55 5.32031250000000E+0002  5.13020833333333E+0001
56 5.31510416666667E+0002  4.29687500000000E+0001
57 5.56510416666667E+0002  4.29687500000000E+0001
58 5.57552083333333E+0002  5.18229166666667E+0001
59 5.96093750000000E+0002  3.15104166666667E+0001
60 5.95572916666667E+0002  4.24479166666667E+0001
61 5.96618652343750E+0002  5.13712565104167E+0001
62 6.00781250000000E+0002  6.06770833333333E+0001
63 6.44010416666667E+0002  4.19270833333333E+0001
64 6.44010416666667E+0002  3.15104166666667E+0001
65 6.72912597656250E+0002  3.00089518229167E+0001
66 6.73191960479195E+0002  3.69780342272055E+0001
67 7.01822916666667E+0002  2.83854166666667E+0001
68 7.01302083333333E+0002  3.72395833333333E+0001
69 7.01302083333333E+0002  4.66145833333333E+0001
70 5.93489583333333E+0002  8.72395833333334E+0001
71 5.92968750000000E+0002  9.71354166666667E+0001
72 5.91927083333333E+0002  1.04947916666666E+0002
73 5.91927083333333E+0002  1.13802083333333E+0002
74 6.41406250000000E+0002  1.14843750000000E+0002
75 6.41927083333333E+0002  1.04427083333333E+0002
76 6.42447916666667E+0002  9.66145833333334E+0001
77 6.42447916666667E+0002  8.72395833333334E+0001
78 6.72534701497840E+0002  9.08732706983288E+0001
79 6.71877442516485E+0002  1.02703932362721E+0002
80 6.71614583333333E+0002  1.12760416666666E+0002
81 6.72135416666667E+0002  1.23697916666666E+0002
82 7.13281250000000E+0002  8.04687500000000E+0001
83 7.15364583333333E+0002  9.76562500000000E+0001
84 7.13281250000000E+0002  1.16406250000000E+0002
85 7.05729166666667E+0001  1.26822916666666E+0002
86 9.45312500000000E+0001  1.25781250000000E+0002
87 7.44222005208333E+0002  8.26009114583334E+0001
88 7.40966796875000E+0002  9.96907552083334E+0001
89 7.40889635558777E+0002  1.07304745232207E+0002
90 7.67837253794338E+0002  1.07304745232207E+0002
91 7.68534342447917E+0002  9.81648763020834E+0001
92 7.86897764253638E+0002  8.29861629220668E+0001
93 7.92813095085834E+0002  9.94176374559459E+0001
94 7.92155836104479E+0002  1.06976115741530E+0002
95 8.19432083830718E+0002  1.07304745232207E+0002
96 8.19091796875000E+0002  9.96907552083334E+0001
97 8.19091796875000E+0002  8.01595052083334E+0001
98 8.69547526041667E+0002  8.17871093750000E+0001
99 8.26416015625000E+0002  6.06282552083333E+0001
100 8.24788411458334E+0002  4.67936197916667E+0001
101 8.24788411458334E+0002  3.86555989583333E+0001
102 8.50016276041667E+0002  3.86555989583333E+0001
103 8.51643880208334E+0002  4.76074218750000E+0001
104 9.11776970711119E+0002  1.59457468238403E+0001
105 9.12434229692474E+0002  2.35042251094247E+0001
106 9.39053218437358E+0002  1.56171173331627E+0001
107 9.35438294039904E+0002  3.79639226992383E+0001
108 9.10462452748408E+0002  3.86211816805934E+0001
109 9.10462452748408E+0002  4.48651420034675E+0001
110 9.34781035058549E+0002  4.58510304755002E+0001
111 9.64029059728854E+0002  8.43006808847772E+0001
112 9.63371800747499E+0002  9.21877886610391E+0001
113 9.32151999133129E+0002  9.87603784745907E+0001
114 9.31494740151773E+0002  1.06976115741530E+0002
115 9.03727213541667E+0002  1.07828776041666E+0002
116 9.04541015625000E+0002  1.19222005208333E+0002
117 9.03889862934857E+0002  9.97462669466235E+0001
118 8.67740618960323E+0002  9.94176374559459E+0001
119 8.67919921875000E+0002  1.08642578125000E+0002
120 9.04541015625000E+0002  1.28173828125000E+0002
121 6.29745108694204E+0002  5.68404637883608E+0002
122 6.55280508307665E+0002  5.68404637883608E+0002
123 6.30189202600525E+0002  5.74843999525264E+0002
124 6.55280508307665E+0002  5.85058159370648E+0002
125 6.30411249553686E+0002  5.91497521012303E+0002
126 6.54836414401344E+0002  5.91497521012303E+0002
127 7.02132415424536E+0002  5.68626684836769E+0002
128 7.27844238281250E+0002  5.68135579427083E+0002
129 7.03020603237178E+0002  5.85280206323808E+0002
130 7.27667815037997E+0002  5.84836112417487E+0002
131 7.03020603237178E+0002  5.91275474059143E+0002
132 7.27667815037997E+0002  5.90609333199661E+0002
133 6.31299437366328E+0002  6.16588826719443E+0002
134 6.31299437366328E+0002  6.10149465077787E+0002
135 6.57278930886109E+0002  6.11037652890430E+0002
136 6.57278930886109E+0002  6.16588826719443E+0002
137 6.31965578225809E+0002  6.33686442112803E+0002
138 6.58389165651912E+0002  6.33464395159643E+0002
139 6.99911945892931E+0002  6.10815605937269E+0002
140 7.27445768084836E+0002  6.10149465077787E+0002
141 7.00133992846091E+0002  6.27025033517987E+0002
142 7.26699829101563E+0002  6.27517700195313E+0002
143 7.00578086752412E+0002  6.33686442112803E+0002
144 7.26557580272194E+0002  6.34130536019124E+0002
145 7.76290893554688E+0002  6.27517700195313E+0002
146 7.98056699189884E+0002  6.27469127424309E+0002
147 7.76074050826992E+0002  6.34796676878606E+0002
