96				
4815.0	75.0	91.0	6.0	85.0
234.0	6.0	48.0	48.0	48.0
160.0	5.0	60.0	24.0	40.0
4794.0	74.0	48.0	8.0	86.0
659.0	10.0	74.0	78.0	11.0
4551.0	67.0	89.0	32.0	19.0
3150.0	49.0	36.0	32.0	68.0
6014.0	90.0	49.0	95.0	82.0
5017.0	74.0	90.0	9.0	19.0
6353.0	94.0	49.0	19.0	47.0
1399.0	21.0	3.0	90.0	38.0
6550.0	95.0	21.0	60.0	34.0
606.0	14.0	50.0	7.0	84.0
6081.0	89.0	46.0	65.0	44.0
2392.0	38.0	83.0	62.0	63.0
3194.0	48.0	67.0	33.0	33.0
4553.0	70.0	88.0	91.0	86.0
6244.0	92.0	41.0	62.0	53.0
6379.0	92.0	3.0	4.0	17.0
2594.0	43.0	54.0	7.0	93.0
2750.0	40.0	75.0	86.0	15.0
5024.0	74.0	64.0	72.0	39.0
3191.0	50.0	61.0	46.0	71.0
5440.0	78.0	5.0	60.0	20.0
2014.0	32.0	13.0	14.0	56.0
1140.0	21.0	34.0	18.0	78.0
6084.0	88.0	96.0	17.0	1.0
4773.0	71.0	4.0	74.0	67.0
2909.0	43.0	29.0	10.0	19.0
164.0	3.0	32.0	96.0	29.0
11.0	5.0	82.0	22.0	72.0
3507.0	50.0	54.0	64.0	2.0
3107.0	48.0	33.0	54.0	67.0
2690.0	42.0	82.0	8.0	46.0
4162.0	65.0	88.0	23.0	79.0
1898.0	32.0	33.0	35.0	86.0
2902.0	44.0	89.0	35.0	32.0
4162.0	61.0	9.0	85.0	46.0
3427.0	52.0	14.0	62.0	65.0
3861.0	56.0	69.0	66.0	13.0
1268.0	23.0	86.0	23.0	72.0
3549.0	54.0	64.0	24.0	47.0
5538.0	80.0	26.0	56.0	22.0
1484.0	24.0	22.0	94.0	65.0
3363.0	50.0	87.0	32.0	21.0
4990.0	77.0	88.0	9.0	78.0
5739.0	86.0	88.0	21.0	54.0
5287.0	79.0	47.0	66.0	65.0
3450.0	372.0	273.0	48.0	39.0
9340.0	232.0	225.0	172.0	64.0
7806.0	160.0	162.0	146.0	31.0
5089.0	76.0	291.0	92.0	59.0
8200.0	128.0	186.0	154.0	63.0
5980.0	224.0	30.0	110.0	3.0
3351.0	292.0	123.0	52.0	37.0
7925.0	336.0	96.0	142.0	54.0
5030.0	388.0	255.0	78.0	96.0
6031.0	180.0	165.0	110.0	16.0
3051.0	248.0	219.0	46.0	27.0
1969.0	88.0	60.0	34.0	40.0
5961.0	288.0	216.0	102.0	75.0
9330.0	312.0	261.0	168.0	58.0
2433.0	12.0	141.0	44.0	66.0
4422.0	384.0	99.0	70.0	62.0
5490.0	196.0	39.0	100.0	56.0
10155.0	196.0	183.0	190.0	88.0
6972.0	16.0	30.0	138.0	18.0
2341.0	376.0	114.0	28.0	76.0
662.0	152.0	183.0	2.0	64.0
10302.0	276.0	297.0	188.0	48.0
3524.0	392.0	3.0	54.0	42.0
5117.0	344.0	273.0	82.0	48.0
3057.0	220.0	105.0	50.0	1.0
6589.0	388.0	144.0	112.0	60.0
1005.0	56.0	33.0	16.0	73.0
6568.0	160.0	192.0	120.0	60.0
4790.0	128.0	87.0	88.0	59.0
7151.0	164.0	132.0	132.0	80.0
982.0	232.0	45.0	8.0	77.0
2745.0	132.0	174.0	46.0	2.0
3691.0	138.0	55.0	16.0	15.0
4284.0	66.0	95.0	12.0	57.0
1981.0	6.0	50.0	44.0	36.0
2859.0	36.0	70.0	96.0	51.0
4105.0	60.0	100.0	64.0	69.0
3544.0	36.0	55.0	0.0	15.0
7278.0	138.0	120.0	20.0	42.0
8697.0	6.0	115.0	72.0	12.0
2625.0	126.0	85.0	4.0	72.0
-3326.0	36.0	5.0	64.0	66.0
5197.0	132.0	110.0	16.0	63.0
-51.0	36.0	0.0	88.0	6.0
5185.0	42.0	70.0	28.0	9.0
2823.0	24.0	85.0	48.0	69.0
3697.0	60.0	45.0	72.0	3.0
65.0	132.0	35.0	4.0	48.0
I1				
I2				
I3				
I4				
I5				
I6				
I7				
I8				
I9				
I10				
I11				
I12				
I13				
I14				
I15				
I16				
I17				
I18				
I19				
I20				
I21				
I22				
I23				
I24				
I25				
I26				
I27				
I28				
I29				
I30				
I31				
I32				
I33				
I34				
I35				
I36				
I37				
I38				
I39				
I40				
I41				
I42				
I43				
I44				
I45				
I46				
I47				
I48				
I49				
I50				
I51				
I52				
I53				
I54				
I55				
I56				
I57				
I58				
I59				
I60				
I61				
I62				
I63				
I64				
I65				
I66				
I67				
I68				
I69				
I70				
I71				
I72				
I73				
I74				
I75				
I76				
I77				
I78				
I79				
I80				
I81				
I82				
I83				
I84				
I85				
I86				
I87				
I88				
I89				
I90				
I91				
I92				
I93				
I94				
I95				
I96				
A1				
A2				
A3				
A4				
