218																	
84.00	45.00	66.00	154.0	65.00	6.000	145.0	46.00	19.00	144.0	168.0	312.0	177.0	73.00	2.000	3.000	184.0	188.0
86.00	43.00	68.00	152.0	62.00	7.000	150.0	44.00	19.00	142.0	179.0	337.0	164.0	75.00	4.000	9.000	188.0	192.0
87.00	44.00	65.00	124.0	56.00	6.000	149.0	46.00	19.00	144.0	170.0	321.0	171.0	87.00	4.000	12.00	179.0	182.0
82.00	45.00	66.00	252.0	126.0	52.00	148.0	45.00	19.00	144.0	237.0	326.0	185.0	119.0	1.000	1.000	181.0	185.0
102.0	45.00	83.00	198.0	65.00	5.000	194.0	33.00	22.00	146.0	225.0	576.0	167.0	79.00	0.0000	27.00	193.0	191.0
80.00	44.00	68.00	135.0	59.00	8.000	150.0	45.00	19.00	145.0	170.0	329.0	173.0	80.00	7.000	12.00	180.0	185.0
99.00	48.00	79.00	199.0	68.00	6.000	185.0	35.00	22.00	153.0	202.0	524.0	171.0	74.00	5.000	8.000	195.0	195.0
85.00	43.00	64.00	128.0	56.00	8.000	150.0	46.00	19.00	144.0	168.0	324.0	173.0	82.00	9.000	14.00	180.0	184.0
93.00	49.00	79.00	180.0	65.00	7.000	173.0	37.00	21.00	158.0	189.0	463.0	194.0	70.00	5.000	10.00	197.0	202.0
89.00	42.00	70.00	148.0	62.00	7.000	147.0	45.00	19.00	143.0	176.0	323.0	153.0	76.00	2.000	6.000	186.0	189.0
85.00	41.00	66.00	155.0	65.00	22.00	149.0	45.00	19.00	139.0	173.0	330.0	155.0	75.00	6.000	16.00	184.0	191.0
100.0	48.00	95.00	209.0	68.00	7.000	199.0	32.00	23.00	150.0	216.0	605.0	200.0	73.00	7.000	11.00	192.0	194.0
81.00	42.00	63.00	125.0	55.00	8.000	149.0	46.00	19.00	145.0	166.0	320.0	172.0	86.00	7.000	7.000	179.0	182.0
80.00	43.00	68.00	120.0	54.00	8.000	150.0	45.00	19.00	145.0	171.0	329.0	176.0	85.00	4.000	8.000	179.0	183.0
91.00	40.00	76.00	171.0	67.00	7.000	149.0	44.00	19.00	135.0	169.0	332.0	144.0	68.00	4.000	17.00	192.0	200.0
94.00	44.00	84.00	216.0	74.00	6.000	184.0	35.00	22.00	145.0	208.0	525.0	154.0	73.00	4.000	22.00	196.0	197.0
110.0	56.00	103.0	223.0	64.00	5.000	250.0	26.00	27.00	169.0	280.0	928.0	239.0	85.00	4.000	6.000	184.0	183.0
82.00	45.00	68.00	139.0	64.00	6.000	147.0	46.00	19.00	143.0	169.0	320.0	184.0	80.00	0.0000	1.000	181.0	184.0
106.0	54.00	103.0	161.0	47.00	4.000	247.0	27.00	27.00	166.0	266.0	892.0	242.0	85.00	4.000	11.00	181.0	183.0
96.00	49.00	98.00	187.0	59.00	6.000	213.0	31.00	24.00	152.0	228.0	680.0	210.0	77.00	8.000	28.00	188.0	189.0
88.00	40.00	78.00	186.0	73.00	6.000	158.0	41.00	20.00	134.0	185.0	379.0	148.0	73.00	1.000	11.00	193.0	197.0
89.00	44.00	72.00	160.0	66.00	7.000	144.0	46.00	19.00	147.0	166.0	312.0	169.0	69.00	11.00	1.000	191.0	198.0
93.00	37.00	73.00	174.0	68.00	7.000	151.0	43.00	19.00	131.0	175.0	347.0	135.0	68.00	1.000	22.00	196.0	205.0
91.00	42.00	66.00	169.0	66.00	7.000	145.0	44.00	19.00	140.0	169.0	325.0	159.0	67.00	4.000	0.0000	201.0	207.0
100.0	41.00	75.00	205.0	71.00	5.000	176.0	36.00	21.00	138.0	204.0	479.0	151.0	72.00	7.000	19.00	197.0	197.0
91.00	42.00	81.00	193.0	69.00	5.000	169.0	38.00	20.00	137.0	184.0	434.0	156.0	68.00	3.000	23.00	198.0	204.0
85.00	44.00	70.00	205.0	103.0	52.00	149.0	45.00	19.00	144.0	241.0	325.0	188.0	127.0	9.000	11.00	180.0	183.0
107.0	57.00	106.0	172.0	50.00	6.000	255.0	26.00	28.00	169.0	280.0	957.0	264.0	85.00	5.000	9.000	181.0	183.0
97.00	43.00	73.00	173.0	65.00	6.000	153.0	42.00	19.00	143.0	176.0	361.0	172.0	66.00	13.00	1.000	200.0	204.0
88.00	46.00	74.00	171.0	68.00	6.000	152.0	43.00	19.00	148.0	180.0	349.0	192.0	71.00	5.000	11.00	189.0	195.0
94.00	49.00	79.00	203.0	71.00	5.000	174.0	37.00	21.00	154.0	196.0	465.0	206.0	71.00	6.000	2.000	197.0	199.0
99.00	41.00	77.00	197.0	69.00	6.000	177.0	36.00	21.00	139.0	202.0	485.0	151.0	72.00	4.000	10.00	198.0	199.0
84.00	47.00	75.00	153.0	64.00	6.000	154.0	43.00	19.00	145.0	175.0	354.0	184.0	75.00	0.0000	3.000	185.0	192.0
94.00	43.00	64.00	173.0	69.00	7.000	150.0	43.00	19.00	142.0	169.0	344.0	177.0	68.00	9.000	1.000	199.0	206.0
87.00	39.00	70.00	148.0	61.00	7.000	143.0	46.00	18.00	136.0	164.0	307.0	141.0	69.00	1.000	2.000	192.0	199.0
102.0	45.00	85.00	193.0	64.00	6.000	192.0	33.00	22.00	146.0	217.0	570.0	163.0	76.00	6.000	7.000	195.0	193.0
82.00	44.00	72.00	118.0	52.00	7.000	152.0	44.00	19.00	147.0	174.0	340.0	177.0	82.00	2.000	2.000	180.0	185.0
81.00	45.00	68.00	169.0	73.00	6.000	151.0	44.00	19.00	146.0	173.0	336.0	186.0	75.00	7.000	0.0000	183.0	189.0
85.00	42.00	66.00	122.0	54.00	6.000	148.0	46.00	19.00	141.0	172.0	317.0	174.0	88.00	6.000	14.00	180.0	182.0
101.0	42.00	62.00	175.0	67.00	6.000	149.0	43.00	19.00	139.0	169.0	341.0	165.0	65.00	7.000	11.00	202.0	209.0
101.0	56.00	104.0	185.0	53.00	6.000	257.0	26.00	28.00	168.0	275.0	956.0	230.0	83.00	5.000	26.00	180.0	184.0
83.00	42.00	66.00	156.0	67.00	7.000	150.0	45.00	19.00	144.0	174.0	333.0	159.0	78.00	4.000	2.000	182.0	188.0
93.00	45.00	86.00	201.0	69.00	7.000	184.0	35.00	22.00	145.0	203.0	523.0	183.0	72.00	0.0000	4.000	194.0	197.0
81.00	43.00	68.00	125.0	57.00	8.000	149.0	46.00	19.00	146.0	169.0	323.0	172.0	83.00	6.000	18.00	179.0	184.0
98.00	49.00	84.00	219.0	74.00	7.000	190.0	34.00	22.00	154.0	208.0	558.0	209.0	74.00	4.000	7.000	195.0	195.0
104.0	52.00	94.00	208.0	66.00	5.000	208.0	31.00	24.00	161.0	227.0	666.0	218.0	76.00	11.00	4.000	193.0	191.0
89.00	44.00	68.00	113.0	50.00	7.000	150.0	45.00	19.00	147.0	171.0	328.0	189.0	88.00	6.000	5.000	179.0	182.0
87.00	46.00	71.00	159.0	66.00	6.000	151.0	44.00	19.00	146.0	175.0	343.0	189.0	73.00	2.000	0.0000	186.0	190.0
99.00	51.00	92.00	203.0	65.00	5.000	209.0	31.00	24.00	159.0	232.0	671.0	214.0	78.00	5.000	11.00	191.0	189.0
89.00	40.00	76.00	188.0	76.00	7.000	150.0	44.00	19.00	136.0	174.0	342.0	148.0	72.00	3.000	8.000	193.0	197.0
110.0	58.00	106.0	180.0	51.00	6.000	261.0	26.00	28.00	171.0	278.0	998.0	257.0	83.00	9.000	13.00	181.0	182.0
91.00	42.00	84.00	209.0	75.00	6.000	171.0	38.00	20.00	138.0	189.0	446.0	161.0	69.00	3.000	12.00	196.0	201.0
107.0	55.00	98.00	199.0	59.00	7.000	240.0	27.00	26.00	168.0	258.0	866.0	245.0	80.00	3.000	1.000	186.0	184.0
86.00	43.00	66.00	130.0	56.00	7.000	152.0	44.00	19.00	142.0	177.0	340.0	173.0	81.00	6.000	14.00	181.0	185.0
82.00	44.00	72.00	150.0	64.00	7.000	154.0	44.00	19.00	144.0	181.0	350.0	177.0	80.00	0.0000	16.00	183.0	187.0
81.00	46.00	71.00	130.0	56.00	7.000	153.0	44.00	19.00	149.0	172.0	342.0	191.0	81.00	3.000	14.00	180.0	186.0
82.00	44.00	72.00	136.0	61.00	7.000	147.0	46.00	19.00	143.0	173.0	317.0	183.0	81.00	6.000	17.00	181.0	185.0
85.00	42.00	64.00	121.0	55.00	7.000	149.0	46.00	19.00	146.0	167.0	323.0	172.0	85.00	1.000	6.000	179.0	182.0
86.00	46.00	70.00	149.0	65.00	8.000	149.0	45.00	19.00	146.0	170.0	331.0	185.0	77.00	6.000	6.000	183.0	188.0
90.00	41.00	71.00	169.0	68.00	7.000	150.0	44.00	19.00	138.0	175.0	336.0	157.0	71.00	3.000	18.00	192.0	197.0
104.0	49.00	89.00	168.0	54.00	4.000	212.0	31.00	24.00	153.0	238.0	682.0	198.0	78.00	1.000	23.00	190.0	189.0
83.00	44.00	68.00	144.0	61.00	8.000	147.0	45.00	19.00	143.0	170.0	325.0	180.0	74.00	1.000	1.000	185.0	191.0
100.0	50.00	81.00	197.0	67.00	6.000	186.0	34.00	22.00	158.0	206.0	531.0	198.0	74.00	6.000	1.000	197.0	198.0
81.00	44.00	72.00	139.0	60.00	6.000	153.0	44.00	19.00	146.0	180.0	347.0	178.0	81.00	1.000	15.00	182.0	186.0
81.00	44.00	68.00	120.0	53.00	6.000	151.0	45.00	19.00	147.0	170.0	333.0	178.0	86.00	4.000	5.000	179.0	183.0
96.00	37.00	74.00	199.0	74.00	5.000	165.0	39.00	20.00	128.0	188.0	419.0	136.0	72.00	1.000	3.000	196.0	200.0
