150				
131	138	89	49	-4000
125	131	92	48	-4000
131	132	99	50	-4000
119	132	96	44	-4000
136	143	100	54	-4000
138	137	89	56	-4000
139	130	108	48	-4000
125	136	93	48	-4000
131	134	102	51	-4000
134	134	99	51	-4000
129	138	95	50	-4000
134	121	95	53	-4000
126	129	109	51	-4000
132	136	100	50	-4000
141	140	100	51	-4000
131	134	97	54	-4000
135	137	103	50	-4000
132	133	93	53	-4000
139	136	96	50	-4000
132	131	101	49	-4000
126	133	102	51	-4000
135	135	103	47	-4000
134	124	93	53	-4000
128	134	103	50	-4000
130	130	104	49	-4000
138	135	100	55	-4000
128	132	93	53	-4000
127	129	106	48	-4000
131	136	114	54	-4000
124	138	101	46	-4000
124	138	101	48	-3300
133	134	97	48	-3300
138	134	98	45	-3300
148	129	104	51	-3300
126	124	95	45	-3300
135	136	98	52	-3300
132	145	100	54	-3300
133	130	102	48	-3300
131	134	96	50	-3300
133	125	94	46	-3300
133	136	103	53	-3300
131	139	98	51	-3300
131	136	99	56	-3300
138	134	98	49	-3300
130	136	104	53	-3300
131	128	98	45	-3300
138	129	107	53	-3300
123	131	101	51	-3300
130	129	105	47	-3300
134	130	93	54	-3300
137	136	106	49	-3300
126	131	100	48	-3300
135	136	97	52	-3300
129	126	91	50	-3300
134	139	101	49	-3300
131	134	90	53	-3300
132	130	104	50	-3300
130	132	93	52	-3300
135	132	98	54	-3300
130	128	101	51	-3300
137	141	96	52	-1850
129	133	93	47	-1850
132	138	87	48	-1850
130	134	106	50	-1850
134	134	96	45	-1850
140	133	98	50	-1850
138	138	95	47	-1850
136	145	99	55	-1850
136	131	92	46	-1850
126	136	95	56	-1850
137	129	100	53	-1850
137	139	97	50	-1850
136	126	101	50	-1850
137	133	90	49	-1850
129	142	104	47	-1850
135	138	102	55	-1850
129	135	92	50	-1850
134	125	90	60	-1850
138	134	96	51	-1850
136	135	94	53	-1850
132	130	91	52	-1850
133	131	100	50	-1850
138	137	94	51	-1850
130	127	99	45	-1850
136	133	91	49	-1850
134	123	95	52	-1850
136	137	101	54	-1850
133	131	96	49	-1850
138	133	100	55	-1850
138	133	91	46	-1850
137	134	107	54	-200
141	128	95	53	-200
141	130	87	49	-200
135	131	99	51	-200
133	120	91	46	-200
131	135	90	50	-200
140	137	94	60	-200
139	130	90	48	-200
140	134	90	51	-200
138	140	100	52	-200
132	133	90	53	-200
134	134	97	54	-200
135	135	99	50	-200
133	136	95	52	-200
136	130	99	55	-200
134	137	93	52	-200
131	141	99	55	-200
129	135	95	47	-200
136	128	93	54	-200
131	125	88	48	-200
139	130	94	53	-200
144	124	86	50	-200
141	131	97	53	-200
130	131	98	53	-200
133	128	92	51	-200
138	126	97	54	-200
131	142	95	53	-200
136	138	94	55	-200
132	136	92	52	-200
135	130	100	51	-200
137	123	91	50	150
136	131	95	49	150
128	126	91	57	150
130	134	92	52	150
138	127	86	47	150
126	138	101	52	150
136	138	97	58	150
126	126	92	45	150
132	132	99	55	150
139	135	92	54	150
143	120	95	51	150
141	136	101	54	150
135	135	95	56	150
137	134	93	53	150
142	135	96	52	150
139	134	95	47	150
138	125	99	51	150
137	135	96	54	150
133	125	92	50	150
145	129	89	47	150
138	136	92	46	150
131	129	97	44	150
143	126	88	54	150
134	124	91	55	150
132	127	97	52	150
137	125	85	57	150
129	128	81	52	150
140	135	103	48	150
147	129	87	48	150
136	133	97	51	150
4000BC01				
4000BC02				
4000BC03				
4000BC04				
4000BC05				
4000BC06				
4000BC07				
4000BC08				
4000BC09				
4000BC10				
4000BC11				
4000BC12				
4000BC13				
4000BC14				
4000BC15				
4000BC16				
4000BC17				
4000BC18				
4000BC19				
4000BC20				
4000BC21				
4000BC22				
4000BC23				
4000BC24				
4000BC25				
4000BC26				
4000BC27				
4000BC28				
4000BC29				
4000BC30				
3300BC01				
3300BC02				
3300BC03				
3300BC04				
3300BC05				
3300BC06				
3300BC07				
3300BC08				
3300BC09				
3300BC10				
3300BC11				
3300BC12				
3300BC13				
3300BC14				
3300BC15				
3300BC16				
3300BC17				
3300BC18				
3300BC19				
3300BC20				
3300BC21				
3300BC22				
3300BC23				
3300BC24				
3300BC25				
3300BC26				
3300BC27				
3300BC28				
3300BC29				
3300BC30				
1850BC01				
1850BC02				
1850BC03				
1850BC04				
1850BC05				
1850BC06				
1850BC07				
1850BC08				
1850BC09				
1850BC10				
1850BC11				
1850BC12				
1850BC13				
1850BC14				
1850BC15				
1850BC16				
1850BC17				
1850BC18				
1850BC19				
1850BC20				
1850BC21				
1850BC22				
1850BC23				
1850BC24				
1850BC25				
1850BC26				
1850BC27				
1850BC28				
1850BC29				
1850BC30				
200BC01				
200BC02				
200BC03				
200BC04				
200BC05				
200BC06				
200BC07				
200BC08				
200BC09				
200BC10				
200BC11				
200BC12				
200BC13				
200BC14				
200BC15				
200BC16				
200BC17				
200BC18				
200BC19				
200BC20				
200BC21				
200BC22				
200BC23				
200BC24				
200BC25				
200BC26				
200BC27				
200BC28				
200BC29				
200BC30				
150AC01				
150AC02				
150AC03				
150AC04				
150AC05				
150AC06				
150AC07				
150AC08				
150AC09				
150AC10				
150AC11				
150AC12				
150AC13				
150AC14				
150AC15				
150AC16				
150AC17				
150AC18				
150AC19				
150AC20				
150AC21				
150AC22				
150AC23				
150AC24				
150AC25				
150AC26				
150AC27				
150AC28				
150AC29				
150AC30				
MB				
BH				
BL				
NH				
YEAR				
